private,public,position,round,action,bet_size,pot,win,win_prob,ev
K,K,SB,flop,check,0,5,1,0.8,4.0
K,None,SB,preflop,raise,3,7,1,0.5775000000000001,4.507500000000002
K,None,BB,preflop,raise,1,6,0,0.5775000000000001,3.6200000000000006
K,None,SB,preflop,call,2,5,1,0.55,2.9500000000000006
Q,K,BB,flop,check,0,9,1,0.48,4.32
K,J,SB,flop,check,0,8,0,0.62,4.96
Q,Q,BB,flop,check,0,2,1,0.8,1.6
K,J,SB,flop,call,2,7,1,0.62,4.82
J,None,BB,preflop,raise,3,9,0,0.47250000000000003,4.0875
Q,None,BB,preflop,check,0,4,1,0.5,2.0
Q,K,BB,flop,raise,3,6,1,0.504,3.0479999999999996
K,None,BB,preflop,raise,3,6,1,0.5775000000000001,3.930000000000002
Q,K,BB,flop,call,2,5,0,0.48,2.32
Q,None,SB,preflop,call,2,2,0,0.5,1.0
Q,None,SB,preflop,check,0,5,0,0.5,2.5
Q,K,BB,flop,call,1,4,0,0.48,1.88
K,Q,BB,flop,raise,3,6,1,0.63,4.5600000000000005
J,Q,SB,flop,call,1,3,0,0.4,1.0
Q,J,SB,flop,fold,0,6,1,0.5044,3.0263999999999998
K,None,SB,preflop,fold,0,6,0,0.5335,3.2009999999999996
J,None,SB,preflop,raise,2,3,0,0.47250000000000003,1.3075000000000003
J,J,BB,flop,check,0,7,1,0.8,5.6000000000000005
J,J,BB,flop,raise,1,9,1,0.8400000000000001,8.24
K,None,SB,preflop,fold,0,9,0,0.5335,4.8015
Q,None,SB,preflop,call,2,2,1,0.5,1.0
J,J,BB,flop,raise,3,4,1,0.8400000000000001,5.400000000000001
K,None,BB,preflop,fold,0,2,1,0.5335,1.067
Q,J,BB,flop,check,0,6,0,0.52,3.12
Q,None,SB,preflop,fold,0,3,0,0.485,1.455
K,None,BB,preflop,check,0,9,1,0.55,4.95
J,None,SB,preflop,check,0,9,0,0.45,4.05
Q,Q,BB,flop,call,2,9,1,0.8,8.4
Q,Q,BB,flop,fold,0,8,1,0.776,6.208
Q,None,BB,preflop,check,0,7,0,0.5,3.5
Q,None,SB,preflop,raise,1,8,0,0.525,4.250000000000001
J,None,SB,preflop,check,0,6,0,0.45,2.7
Q,None,SB,preflop,fold,0,6,0,0.485,2.91
Q,J,BB,flop,raise,4,7,1,0.546,4.19
J,None,SB,preflop,raise,1,3,0,0.47250000000000003,1.3625000000000003
Q,None,BB,preflop,check,0,5,1,0.5,2.5
K,J,SB,flop,check,0,6,1,0.62,3.7199999999999998
J,Q,BB,flop,call,1,6,1,0.4,2.2
Q,J,SB,flop,call,2,2,1,0.52,1.12
Q,None,SB,preflop,call,2,8,1,0.5,4.0
K,None,SB,preflop,check,0,9,0,0.55,4.95
Q,None,BB,preflop,raise,2,3,0,0.525,1.675
Q,None,BB,preflop,check,0,5,1,0.5,2.5
K,None,BB,preflop,raise,3,3,0,0.5775000000000001,2.197500000000001
K,None,SB,preflop,call,2,7,0,0.55,4.050000000000001
Q,None,BB,preflop,check,0,6,1,0.5,3.0
Q,None,SB,preflop,call,1,9,1,0.5,4.5
Q,None,SB,preflop,call,2,5,1,0.5,2.5
J,J,SB,flop,fold,0,7,1,0.776,5.432
J,None,SB,preflop,call,1,8,0,0.45,3.5
J,None,BB,preflop,call,2,9,0,0.45,3.85
J,None,BB,preflop,raise,2,7,1,0.47250000000000003,3.1975000000000007
K,None,BB,preflop,raise,4,2,1,0.5775000000000001,1.7750000000000012
J,None,BB,preflop,raise,2,6,0,0.47250000000000003,2.7250000000000005
J,None,SB,preflop,call,2,4,1,0.45,1.6
K,None,BB,preflop,raise,2,5,0,0.5775000000000001,3.1975000000000007
J,None,SB,preflop,raise,1,9,0,0.47250000000000003,4.197500000000001
J,None,BB,preflop,call,2,6,0,0.45,2.5
K,None,SB,preflop,raise,2,8,0,0.5775000000000001,4.9300000000000015
K,J,SB,flop,raise,4,7,0,0.651,5.765000000000001
K,None,BB,preflop,check,0,8,1,0.55,4.4
K,None,BB,preflop,raise,3,5,0,0.5775000000000001,3.3525000000000014
J,J,SB,flop,raise,3,9,0,0.8400000000000001,9.600000000000001
Q,K,SB,flop,check,0,7,0,0.48,3.36
J,None,SB,preflop,call,2,2,1,0.45,0.7
Q,None,BB,preflop,fold,0,4,1,0.485,1.94
K,Q,SB,flop,call,2,9,1,0.6,5.8
Q,None,BB,preflop,check,0,9,0,0.5,4.5
J,Q,BB,flop,raise,2,9,0,0.42000000000000004,3.46
Q,K,BB,flop,fold,0,8,0,0.46559999999999996,3.7247999999999997
Q,None,BB,preflop,check,0,7,1,0.5,3.5
K,Q,SB,flop,fold,0,8,0,0.582,4.656
J,Q,SB,flop,call,2,7,0,0.4,2.4000000000000004
Q,None,BB,preflop,call,2,4,1,0.5,2.0
Q,Q,SB,flop,raise,2,7,1,0.8400000000000001,7.24
K,None,BB,preflop,check,0,2,1,0.55,1.1
Q,Q,SB,flop,raise,4,5,1,0.8400000000000001,6.920000000000001
J,None,SB,preflop,call,1,2,0,0.45,0.8
K,None,SB,preflop,check,0,8,1,0.55,4.4
J,None,BB,preflop,call,1,2,0,0.45,0.8
K,None,SB,preflop,raise,3,6,1,0.5775000000000001,3.930000000000002
K,K,BB,flop,fold,0,3,1,0.776,2.3280000000000003
K,None,SB,preflop,raise,1,9,0,0.5775000000000001,5.352500000000001
K,K,BB,flop,call,1,7,1,0.8,6.2
Q,None,SB,preflop,call,1,7,1,0.5,3.5
Q,None,SB,preflop,raise,1,9,1,0.525,4.775
K,None,SB,preflop,raise,1,4,1,0.5775000000000001,2.4650000000000007
Q,Q,BB,flop,raise,2,9,1,0.8400000000000001,8.92
Q,J,BB,flop,raise,1,3,1,0.546,1.7300000000000002
Q,None,SB,preflop,check,0,4,0,0.5,2.0
J,Q,SB,flop,fold,0,8,1,0.388,3.104
K,J,BB,flop,fold,0,5,1,0.6013999999999999,3.0069999999999997
J,Q,BB,flop,fold,0,8,0,0.388,3.104
J,None,SB,preflop,raise,4,6,0,0.47250000000000003,2.6150000000000007
Q,None,BB,preflop,fold,0,8,1,0.485,3.88
K,Q,SB,flop,raise,1,8,1,0.63,5.3
Q,None,SB,preflop,call,1,3,1,0.5,1.5
J,None,SB,preflop,raise,3,3,0,0.47250000000000003,1.2525
K,K,SB,flop,raise,1,2,1,0.8400000000000001,2.3600000000000003
K,K,SB,flop,fold,0,7,1,0.776,5.432
J,J,SB,flop,raise,3,6,1,0.8400000000000001,7.080000000000001
Q,None,SB,preflop,call,2,4,1,0.5,2.0
J,J,BB,flop,call,1,5,1,0.8,4.6000000000000005
K,Q,SB,flop,raise,2,4,1,0.63,3.04
K,None,SB,preflop,raise,3,6,1,0.5775000000000001,3.930000000000002
J,K,SB,flop,raise,1,3,1,0.399,0.9950000000000001
J,Q,BB,flop,fold,0,7,0,0.388,2.716
J,None,BB,preflop,call,1,3,1,0.45,1.25
K,None,BB,preflop,raise,1,5,0,0.5775000000000001,3.042500000000001
Q,None,SB,preflop,raise,2,3,0,0.525,1.675
Q,None,BB,preflop,check,0,2,1,0.5,1.0
K,None,SB,preflop,raise,4,9,0,0.5775000000000001,5.817500000000003
Q,None,SB,preflop,check,0,4,1,0.5,2.0
Q,K,SB,flop,fold,0,6,1,0.46559999999999996,2.7935999999999996
J,None,BB,preflop,call,1,9,1,0.45,3.95
Q,Q,BB,flop,raise,3,2,1,0.8400000000000001,3.7200000000000006
Q,None,BB,preflop,call,2,4,0,0.5,2.0
Q,None,BB,preflop,raise,4,4,1,0.525,2.3000000000000003
K,None,BB,preflop,call,2,7,0,0.55,4.050000000000001
Q,K,BB,flop,check,0,8,1,0.48,3.84
K,J,SB,flop,raise,1,6,1,0.651,4.208
Q,None,BB,preflop,raise,1,2,1,0.525,1.1
Q,None,SB,preflop,fold,0,9,0,0.485,4.365
J,Q,BB,flop,fold,0,7,1,0.388,2.716
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
J,None,SB,preflop,call,2,2,0,0.45,0.7
K,None,BB,preflop,call,2,4,0,0.55,2.4000000000000004
K,None,SB,preflop,raise,2,9,1,0.5775000000000001,5.507500000000001
Q,None,BB,preflop,raise,2,5,1,0.525,2.7250000000000005
J,J,BB,flop,raise,3,6,1,0.8400000000000001,7.080000000000001
Q,None,SB,preflop,fold,0,8,0,0.485,3.88
K,None,BB,preflop,raise,2,8,1,0.5775000000000001,4.9300000000000015
J,None,BB,preflop,call,2,2,0,0.45,0.7
K,Q,BB,flop,raise,1,4,1,0.63,2.78
J,None,SB,preflop,raise,3,7,0,0.47250000000000003,3.1425000000000005
Q,None,SB,preflop,check,0,9,0,0.5,4.5
Q,Q,SB,flop,raise,4,2,1,0.8400000000000001,4.400000000000001
Q,None,BB,preflop,check,0,5,1,0.5,2.5
J,J,SB,flop,call,2,3,1,0.8,3.6
K,None,SB,preflop,raise,3,9,0,0.5775000000000001,5.662500000000001
Q,J,BB,flop,check,0,4,0,0.52,2.08
J,Q,SB,flop,raise,4,2,1,0.42000000000000004,0.20000000000000062
Q,None,BB,preflop,raise,2,7,0,0.525,3.7750000000000004
K,None,BB,preflop,raise,3,9,0,0.5775000000000001,5.662500000000001
Q,J,SB,flop,check,0,9,0,0.52,4.68
K,None,BB,preflop,call,2,3,0,0.55,1.85
Q,Q,SB,flop,call,2,2,1,0.8,2.8000000000000003
Q,J,BB,flop,call,2,7,1,0.52,3.7199999999999998
K,K,SB,flop,fold,0,3,1,0.776,2.3280000000000003
J,None,BB,preflop,call,2,6,1,0.45,2.5
K,None,SB,preflop,raise,2,3,1,0.5775000000000001,2.042500000000001
K,K,BB,flop,fold,0,2,1,0.776,1.552
K,K,BB,flop,raise,1,5,1,0.8400000000000001,4.880000000000001
Q,None,SB,preflop,raise,4,3,0,0.525,1.7750000000000004
J,None,BB,preflop,call,2,3,0,0.45,1.15
J,Q,SB,flop,check,0,5,0,0.4,2.0
Q,None,BB,preflop,raise,4,7,1,0.525,3.8750000000000004
Q,None,BB,preflop,call,2,7,1,0.5,3.5
K,None,BB,preflop,raise,4,4,0,0.5775000000000001,2.9300000000000015
K,None,BB,preflop,call,2,4,0,0.55,2.4000000000000004
J,Q,BB,flop,call,1,4,1,0.4,1.4
Q,None,SB,preflop,check,0,6,1,0.5,3.0
Q,Q,SB,flop,raise,1,6,1,0.8400000000000001,5.720000000000001
J,None,SB,preflop,check,0,8,1,0.45,3.6
J,K,SB,flop,fold,0,4,1,0.3686,1.4744
J,None,BB,preflop,check,0,9,0,0.45,4.05
Q,None,BB,preflop,call,1,9,1,0.5,4.5
K,None,BB,preflop,raise,2,9,0,0.5775000000000001,5.507500000000001
Q,None,SB,preflop,check,0,2,1,0.5,1.0
K,J,BB,flop,raise,1,7,1,0.651,4.859
K,Q,BB,flop,call,1,6,1,0.6,3.8000000000000003
Q,None,SB,preflop,fold,0,5,1,0.485,2.425
Q,J,BB,flop,call,1,4,1,0.52,2.12
Q,Q,SB,flop,raise,2,7,1,0.8400000000000001,7.24
J,None,SB,preflop,call,2,8,0,0.45,3.4
K,None,SB,preflop,fold,0,7,1,0.5335,3.7344999999999997
K,None,BB,preflop,check,0,6,1,0.55,3.3000000000000003
J,J,SB,flop,raise,4,7,1,0.8400000000000001,8.600000000000001
K,None,BB,preflop,call,1,6,1,0.55,3.4000000000000004
K,None,SB,preflop,check,0,6,0,0.55,3.3000000000000003
K,J,SB,flop,raise,3,9,1,0.651,6.765000000000001
K,None,SB,preflop,raise,4,5,1,0.5775000000000001,3.507500000000002
J,None,BB,preflop,call,2,6,1,0.45,2.5
K,K,SB,flop,check,0,9,1,0.8,7.2
K,K,SB,flop,raise,1,8,1,0.8400000000000001,7.4
J,None,SB,preflop,raise,3,2,1,0.47250000000000003,0.7800000000000002
Q,Q,BB,flop,check,0,7,1,0.8,5.6000000000000005
J,J,BB,flop,call,1,3,1,0.8,3.0
J,None,BB,preflop,check,0,5,1,0.45,2.25
Q,None,BB,preflop,raise,4,2,1,0.525,1.2500000000000004
J,None,BB,preflop,check,0,3,0,0.45,1.35
K,None,BB,preflop,raise,1,8,1,0.5775000000000001,4.775000000000002
K,K,SB,flop,call,1,2,1,0.8,2.2
Q,None,BB,preflop,call,1,7,1,0.5,3.5
K,K,BB,flop,call,2,6,1,0.8,6.0
K,None,SB,preflop,raise,4,7,1,0.5775000000000001,4.662500000000001
J,None,SB,preflop,call,1,2,1,0.45,0.8
K,None,BB,preflop,fold,0,2,0,0.5335,1.067
J,K,BB,flop,check,0,5,1,0.38,1.9
K,J,SB,flop,raise,4,8,1,0.651,6.416
K,None,BB,preflop,check,0,6,0,0.55,3.3000000000000003
K,Q,SB,flop,raise,4,5,0,0.63,4.1899999999999995
Q,None,BB,preflop,fold,0,2,0,0.485,0.97
K,None,SB,preflop,call,1,3,1,0.55,1.7500000000000002
K,None,SB,preflop,raise,3,4,0,0.5775000000000001,2.775000000000001
J,Q,BB,flop,fold,0,6,1,0.388,2.3280000000000003
Q,Q,SB,flop,fold,0,8,0,0.776,6.208
Q,None,SB,preflop,raise,1,3,1,0.525,1.625
J,K,BB,flop,call,2,6,1,0.38,1.8
J,K,BB,flop,check,0,9,0,0.38,3.42
J,K,BB,flop,check,0,5,0,0.38,1.9
J,None,SB,preflop,check,0,7,1,0.45,3.15
K,None,SB,preflop,check,0,6,0,0.55,3.3000000000000003
Q,None,SB,preflop,raise,1,3,0,0.525,1.625
Q,None,SB,preflop,fold,0,9,0,0.485,4.365
Q,Q,BB,flop,raise,4,5,1,0.8400000000000001,6.920000000000001
K,K,SB,flop,raise,2,3,1,0.8400000000000001,3.8800000000000003
K,None,SB,preflop,call,1,4,1,0.55,2.3
J,J,BB,flop,call,2,7,1,0.8,6.800000000000001
J,None,SB,preflop,fold,0,3,0,0.4365,1.3094999999999999
Q,None,SB,preflop,call,2,3,0,0.5,1.5
J,None,BB,preflop,raise,2,5,1,0.47250000000000003,2.2525000000000004
K,None,SB,preflop,fold,0,4,0,0.5335,2.134
J,None,SB,preflop,fold,0,6,0,0.4365,2.6189999999999998
K,None,BB,preflop,check,0,7,0,0.55,3.8500000000000005
J,None,SB,preflop,fold,0,6,1,0.4365,2.6189999999999998
K,None,BB,preflop,fold,0,7,1,0.5335,3.7344999999999997
J,Q,BB,flop,call,2,2,1,0.4,0.40000000000000013
K,None,BB,preflop,check,0,4,0,0.55,2.2
K,None,BB,preflop,raise,2,6,0,0.5775000000000001,3.7750000000000012
K,None,SB,preflop,raise,3,7,1,0.5775000000000001,4.507500000000002
Q,Q,BB,flop,call,1,6,1,0.8,5.4
K,K,SB,flop,raise,3,3,1,0.8400000000000001,4.560000000000001
Q,None,BB,preflop,call,2,6,1,0.5,3.0
Q,J,SB,flop,call,2,4,0,0.52,2.16
K,None,BB,preflop,call,1,7,0,0.55,3.95
Q,None,SB,preflop,check,0,5,0,0.5,2.5
Q,None,BB,preflop,raise,4,9,1,0.525,4.925000000000001
Q,None,BB,preflop,check,0,8,0,0.5,4.0
Q,None,BB,preflop,raise,4,5,1,0.525,2.8250000000000006
K,Q,BB,flop,check,0,2,0,0.6,1.2
K,None,SB,preflop,raise,2,2,0,0.5775000000000001,1.4650000000000007
Q,None,BB,preflop,call,1,2,1,0.5,1.0
Q,None,BB,preflop,call,1,4,1,0.5,2.0
Q,None,BB,preflop,call,1,3,0,0.5,1.5
J,J,SB,flop,raise,3,6,1,0.8400000000000001,7.080000000000001
K,J,SB,flop,call,1,2,1,0.62,1.48
Q,None,BB,preflop,call,2,5,1,0.5,2.5
K,None,SB,preflop,call,1,9,1,0.55,5.05
K,None,BB,preflop,raise,4,4,1,0.5775000000000001,2.9300000000000015
K,None,SB,preflop,raise,3,7,1,0.5775000000000001,4.507500000000002
J,None,SB,preflop,check,0,7,1,0.45,3.15
J,K,BB,flop,check,0,8,1,0.38,3.04
K,None,SB,preflop,check,0,4,1,0.55,2.2
K,Q,BB,flop,raise,2,3,0,0.63,2.41
Q,None,BB,preflop,call,2,4,1,0.5,2.0
Q,K,SB,flop,fold,0,7,0,0.46559999999999996,3.2592
K,K,BB,flop,raise,1,4,1,0.8400000000000001,4.04
Q,None,BB,preflop,check,0,3,1,0.5,1.5
K,Q,SB,flop,check,0,4,0,0.6,2.4
J,None,SB,preflop,fold,0,6,0,0.4365,2.6189999999999998
Q,J,SB,flop,call,2,9,1,0.52,4.760000000000001
J,None,BB,preflop,call,1,4,0,0.45,1.7
Q,None,SB,preflop,raise,2,5,0,0.525,2.7250000000000005
Q,None,SB,preflop,raise,1,5,0,0.525,2.6750000000000003
K,None,BB,preflop,raise,1,2,0,0.5775000000000001,1.3100000000000005
K,None,BB,preflop,check,0,2,0,0.55,1.1
K,None,SB,preflop,fold,0,5,1,0.5335,2.6675
J,None,SB,preflop,raise,1,4,1,0.47250000000000003,1.8350000000000004
Q,J,SB,flop,fold,0,4,1,0.5044,2.0176
J,None,BB,preflop,call,1,5,1,0.45,2.1500000000000004
J,J,SB,flop,raise,3,9,1,0.8400000000000001,9.600000000000001
Q,None,SB,preflop,call,2,2,0,0.5,1.0
Q,None,BB,preflop,raise,3,4,1,0.525,2.2500000000000004
Q,None,SB,preflop,fold,0,9,0,0.485,4.365
K,None,SB,preflop,check,0,4,1,0.55,2.2
J,None,BB,preflop,check,0,3,1,0.45,1.35
J,None,BB,preflop,raise,3,7,0,0.47250000000000003,3.1425000000000005
K,J,BB,flop,call,1,4,1,0.62,2.72
K,None,BB,preflop,raise,1,7,0,0.5775000000000001,4.197500000000002
K,None,SB,preflop,call,2,3,0,0.55,1.85
Q,J,BB,flop,raise,4,3,0,0.546,2.0060000000000002
Q,None,BB,preflop,raise,3,8,1,0.525,4.3500000000000005
Q,K,BB,flop,check,0,2,1,0.48,0.96
Q,Q,BB,flop,call,2,9,0,0.8,8.4
Q,K,SB,flop,fold,0,8,1,0.46559999999999996,3.7247999999999997
Q,J,BB,flop,call,2,9,0,0.52,4.760000000000001
Q,K,BB,flop,call,2,7,1,0.48,3.2800000000000002
J,Q,BB,flop,call,2,2,0,0.4,0.40000000000000013
J,None,SB,preflop,call,1,3,1,0.45,1.25
J,J,SB,flop,raise,3,7,0,0.8400000000000001,7.920000000000001
J,None,BB,preflop,check,0,5,1,0.45,2.25
Q,None,SB,preflop,fold,0,2,0,0.485,0.97
Q,None,BB,preflop,check,0,2,1,0.5,1.0
J,None,SB,preflop,fold,0,7,1,0.4365,3.0555
K,None,BB,preflop,fold,0,5,1,0.5335,2.6675
J,K,SB,flop,raise,1,6,1,0.399,2.192
Q,K,BB,flop,raise,4,8,0,0.504,4.064
K,None,SB,preflop,check,0,7,1,0.55,3.8500000000000005
K,None,BB,preflop,raise,1,5,1,0.5775000000000001,3.042500000000001
K,None,SB,preflop,check,0,8,1,0.55,4.4
J,None,SB,preflop,call,2,6,1,0.45,2.5
J,None,BB,preflop,check,0,7,1,0.45,3.15
Q,None,SB,preflop,fold,0,8,1,0.485,3.88
Q,None,BB,preflop,check,0,5,1,0.5,2.5
J,None,BB,preflop,fold,0,9,0,0.4365,3.9285
J,None,SB,preflop,check,0,8,1,0.45,3.6
J,None,SB,preflop,fold,0,9,0,0.4365,3.9285
J,None,BB,preflop,raise,3,2,1,0.47250000000000003,0.7800000000000002
J,None,BB,preflop,fold,0,8,1,0.4365,3.492
J,None,SB,preflop,call,1,3,1,0.45,1.25
Q,None,SB,preflop,fold,0,9,1,0.485,4.365
J,None,BB,preflop,raise,2,4,0,0.47250000000000003,1.78
J,None,BB,preflop,raise,2,8,0,0.47250000000000003,3.670000000000001
K,None,SB,preflop,call,2,3,1,0.55,1.85
Q,J,BB,flop,raise,3,4,1,0.546,2.46
K,Q,SB,flop,fold,0,8,0,0.582,4.656
Q,None,SB,preflop,raise,3,3,1,0.525,1.7250000000000005
K,None,SB,preflop,check,0,4,1,0.55,2.2
Q,None,SB,preflop,call,2,6,0,0.5,3.0
J,Q,BB,flop,raise,2,5,0,0.42000000000000004,1.7800000000000005
K,None,BB,preflop,check,0,9,1,0.55,4.95
J,J,SB,flop,raise,3,9,1,0.8400000000000001,9.600000000000001
J,None,SB,preflop,call,2,6,0,0.45,2.5
Q,K,BB,flop,raise,4,4,1,0.504,2.048
J,Q,SB,flop,call,2,6,1,0.4,2.0
Q,None,SB,preflop,call,1,2,0,0.5,1.0
Q,J,SB,flop,call,1,6,1,0.52,3.16
J,None,SB,preflop,check,0,9,0,0.45,4.05
K,None,BB,preflop,raise,4,5,0,0.5775000000000001,3.507500000000002
Q,None,SB,preflop,call,1,9,0,0.5,4.5
J,None,SB,preflop,check,0,3,1,0.45,1.35
J,J,SB,flop,raise,2,7,1,0.8400000000000001,7.24
Q,J,BB,flop,raise,3,4,1,0.546,2.46
J,J,BB,flop,fold,0,4,1,0.776,3.104
K,J,SB,flop,check,0,5,1,0.62,3.1
K,None,BB,preflop,raise,2,4,1,0.5775000000000001,2.620000000000001
K,None,BB,preflop,raise,4,7,0,0.5775000000000001,4.662500000000001
Q,Q,BB,flop,raise,3,3,0,0.8400000000000001,4.560000000000001
Q,None,SB,preflop,fold,0,9,0,0.485,4.365
K,None,BB,preflop,check,0,9,1,0.55,4.95
Q,None,SB,preflop,raise,2,5,1,0.525,2.7250000000000005
Q,Q,BB,flop,raise,2,7,1,0.8400000000000001,7.24
K,J,SB,flop,raise,2,5,0,0.651,3.8590000000000004
J,J,SB,flop,raise,4,6,1,0.8400000000000001,7.760000000000001
K,None,BB,preflop,fold,0,5,0,0.5335,2.6675
K,None,SB,preflop,fold,0,2,0,0.5335,1.067
Q,None,BB,preflop,check,0,4,0,0.5,2.0
Q,J,SB,flop,check,0,3,1,0.52,1.56
K,J,BB,flop,call,2,5,0,0.62,3.58
J,None,SB,preflop,fold,0,7,0,0.4365,3.0555
K,Q,BB,flop,call,2,7,1,0.6,4.6
K,None,BB,preflop,raise,4,7,0,0.5775000000000001,4.662500000000001
Q,K,BB,flop,call,2,7,0,0.48,3.2800000000000002
K,None,SB,preflop,fold,0,5,0,0.5335,2.6675
J,None,BB,preflop,raise,4,8,1,0.47250000000000003,3.56
Q,Q,BB,flop,raise,2,8,1,0.8400000000000001,8.08
J,J,BB,flop,raise,1,9,1,0.8400000000000001,8.24
K,None,BB,preflop,fold,0,7,1,0.5335,3.7344999999999997
K,K,SB,flop,raise,1,4,1,0.8400000000000001,4.04
Q,None,BB,preflop,call,2,9,0,0.5,4.5
Q,None,SB,preflop,raise,4,4,0,0.525,2.3000000000000003
J,None,BB,preflop,call,1,3,0,0.45,1.25
Q,None,SB,preflop,call,1,5,0,0.5,2.5
J,None,SB,preflop,check,0,3,1,0.45,1.35
J,K,SB,flop,call,1,4,0,0.38,1.2799999999999998
J,None,SB,preflop,call,1,5,1,0.45,2.1500000000000004
J,None,BB,preflop,raise,4,3,0,0.47250000000000003,1.1975000000000002
J,None,BB,preflop,fold,0,8,1,0.4365,3.492
K,None,BB,preflop,raise,1,9,0,0.5775000000000001,5.352500000000001
Q,None,SB,preflop,call,1,2,1,0.5,1.0
Q,None,BB,preflop,call,1,7,0,0.5,3.5
J,J,SB,flop,raise,3,9,1,0.8400000000000001,9.600000000000001
K,Q,BB,flop,check,0,7,1,0.6,4.2
K,None,BB,preflop,call,2,4,0,0.55,2.4000000000000004
K,J,BB,flop,check,0,2,1,0.62,1.24
J,None,SB,preflop,call,1,7,0,0.45,3.05
K,None,BB,preflop,raise,4,3,1,0.5775000000000001,2.352500000000001
J,J,SB,flop,raise,2,7,1,0.8400000000000001,7.24
Q,None,BB,preflop,raise,1,7,1,0.525,3.725
Q,J,BB,flop,check,0,7,0,0.52,3.64
K,None,SB,preflop,raise,4,4,0,0.5775000000000001,2.9300000000000015
J,None,SB,preflop,call,2,9,1,0.45,3.85
J,None,SB,preflop,call,1,4,0,0.45,1.7
Q,Q,BB,flop,raise,1,8,1,0.8400000000000001,7.4
J,None,BB,preflop,call,2,4,1,0.45,1.6
Q,None,BB,preflop,check,0,7,1,0.5,3.5
K,None,BB,preflop,raise,4,3,0,0.5775000000000001,2.352500000000001
J,K,SB,flop,call,1,5,1,0.38,1.6600000000000001
K,K,BB,flop,check,0,3,1,0.8,2.4000000000000004
J,K,BB,flop,call,2,9,1,0.38,2.9399999999999995
J,None,BB,preflop,raise,2,3,1,0.47250000000000003,1.3075000000000003
J,K,SB,flop,raise,3,3,0,0.399,0.5910000000000002
K,K,BB,flop,fold,0,2,1,0.776,1.552
K,J,SB,flop,check,0,9,0,0.62,5.58
Q,None,SB,preflop,raise,1,3,0,0.525,1.625
K,J,BB,flop,raise,3,5,1,0.651,4.1610000000000005
Q,None,BB,preflop,call,1,9,1,0.5,4.5
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
Q,None,SB,preflop,call,2,5,0,0.5,2.5
Q,None,SB,preflop,check,0,6,1,0.5,3.0
J,None,BB,preflop,raise,3,8,1,0.47250000000000003,3.6150000000000007
J,None,SB,preflop,check,0,2,1,0.45,0.9
K,Q,BB,flop,check,0,8,0,0.6,4.8
Q,None,SB,preflop,call,1,2,1,0.5,1.0
J,J,SB,flop,raise,3,7,1,0.8400000000000001,7.920000000000001
Q,None,SB,preflop,fold,0,3,1,0.485,1.455
Q,None,BB,preflop,raise,4,6,1,0.525,3.35
Q,None,SB,preflop,check,0,6,0,0.5,3.0
Q,None,BB,preflop,raise,2,3,1,0.525,1.675
Q,K,SB,flop,raise,3,2,0,0.504,1.032
Q,None,BB,preflop,call,2,6,0,0.5,3.0
J,None,BB,preflop,check,0,4,0,0.45,1.8
J,J,BB,flop,raise,4,9,1,0.8400000000000001,10.280000000000001
K,J,SB,flop,raise,2,3,1,0.651,2.557
J,None,BB,preflop,raise,1,5,0,0.47250000000000003,2.3075
Q,None,SB,preflop,fold,0,5,0,0.485,2.425
K,None,BB,preflop,call,1,6,0,0.55,3.4000000000000004
J,K,SB,flop,check,0,7,0,0.38,2.66
J,None,SB,preflop,call,1,8,1,0.45,3.5
Q,None,BB,preflop,fold,0,8,1,0.485,3.88
Q,Q,SB,flop,raise,1,2,1,0.8400000000000001,2.3600000000000003
Q,K,BB,flop,fold,0,7,0,0.46559999999999996,3.2592
Q,None,BB,preflop,fold,0,7,1,0.485,3.395
J,None,BB,preflop,raise,1,9,0,0.47250000000000003,4.197500000000001
Q,J,SB,flop,raise,1,5,0,0.546,2.822
J,Q,BB,flop,raise,3,8,0,0.42000000000000004,2.8800000000000003
J,Q,BB,flop,call,2,6,1,0.4,2.0
Q,None,BB,preflop,call,1,2,0,0.5,1.0
Q,J,SB,flop,check,0,9,1,0.52,4.68
Q,K,BB,flop,raise,2,7,1,0.504,3.5439999999999996
K,K,BB,flop,call,1,5,1,0.8,4.6000000000000005
K,None,SB,preflop,raise,2,9,0,0.5775000000000001,5.507500000000001
J,None,BB,preflop,raise,4,5,1,0.47250000000000003,2.1425000000000005
K,Q,BB,flop,raise,1,3,1,0.63,2.15
J,K,BB,flop,fold,0,7,1,0.3686,2.5802
Q,J,BB,flop,check,0,2,0,0.52,1.04
Q,None,BB,preflop,check,0,5,1,0.5,2.5
J,None,BB,preflop,fold,0,4,0,0.4365,1.746
Q,None,BB,preflop,raise,2,7,1,0.525,3.7750000000000004
J,None,BB,preflop,call,2,2,1,0.45,0.7
Q,None,SB,preflop,fold,0,3,0,0.485,1.455
J,Q,SB,flop,fold,0,9,0,0.388,3.492
Q,None,SB,preflop,call,1,6,0,0.5,3.0
K,Q,BB,flop,call,1,4,0,0.6,2.6
K,Q,BB,flop,raise,4,9,0,0.63,6.709999999999999
J,J,BB,flop,call,2,5,0,0.8,5.200000000000001
Q,K,BB,flop,call,1,9,0,0.48,4.279999999999999
J,Q,BB,flop,call,2,7,0,0.4,2.4000000000000004
J,None,BB,preflop,fold,0,3,0,0.4365,1.3094999999999999
